% data_split,compound,modifier,head,de_collapsed_property,de_individual_property,direction,en_collapsed_property,en_individual_property,de_preposition
dev,Schrotgewehr,Schrot,Gewehr,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Arztroman,Arzt,Roman,Thema,Thema,1,topic,topic,Ã¼ber
dev,Weihnachtskugel,Weihnachten,Kugel,Anlass,Anlass,1,occasion,occasion,zu
dev,Klosterschule,Kloster,Schule,EigentÃ¼mer/*,EigentÃ¼mer,1,owner/*,owner,von
dev,Schutzwand,Schutz,Wand,Attribut,Attribut,1,attribute,attribute,keine_PrÃ¤position
dev,Selterswasser,Selters,Wasser,Unterbegriff,Unterbegriff,1,hyponym,hyponym,keine_PrÃ¤position
dev,Zahnbein,Zahn,Bein,Teil/*,Teil*,2,part/*,part*,von
dev,Kegelkugel,Kegel,Kugel,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Kopfgeld,Kopf,Geld,sonstige_Eigenschaft,sonstige_Eigenschaft,1,other_property,other_property,keine_PrÃ¤position
dev,Steuermann,Steuer,Mann,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Holzfenster,Holz,Fenster,Material,Material,1,material,material,aus
dev,Abendsonne,Abend,Sonne,Zeit,Zeit,1,time,time,an
dev,Rollenbild,Rolle,Bild,Inhalt,Inhalt,1,content,content,von
dev,KÃ¼chenmesser,KÃ¼che,Messer,prototypischer_Verwendungsort,prototypischer_Verwendungsort,1,prototypical_place_of_use,prototypical_place_of_use,in
dev,Serienflugzeug,Serie,Flugzeug,Attribut,Attribut,1,attribute,attribute,in
dev,SchÃ¼tzengraben,SchÃ¼tze,Graben,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Zierbaum,Zier,Baum,Funktion/*,Funktion,1,function/*,function,als
dev,Dienstflagge,Dienst,Flagge,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Klobrille,Klo,Brille,Teil/*,Teil*,2,part/*,part*,von
dev,Schwedenbombe,Schweden,Bombe,Namensgeber,Namensgeber,1,eponym,eponym,von
dev,Gemeindehaus,Gemeinde,Haus,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Haarkranz,Haar,Kranz,Material,Material,1,material,material,aus
dev,Herbsthimmel,Herbst,Himmel,Zeit,Zeit,1,time,time,in
dev,Feincordhose,Feincord,Hose,Material,Material,1,material,material,aus
dev,Opalglas,Opal,Glas,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,BalkenbrÃ¼cke,Balken,BrÃ¼cke,Teil/*,Teil,1,part/*,part,mit
dev,Enkeltochter,Enkel,Tochter,Attribut,Attribut,1,attribute,attribute,keine_PrÃ¤position
dev,Stallhase,Stall,Hase,Lebensraum,Lebensraum,1,habitat,habitat,in
dev,Lehrstuhl,Lehre,Stuhl,sonstige_Eigenschaft,sonstige_Eigenschaft,1,other_property,other_property,keine_PrÃ¤position
dev,Familienzweig,Familie,Zweig,Teil/*,Teil*,2,part/*,part*,von
dev,Affenhand,Affe,Hand,Teil/*,Teil*,2,part/*,part*,von
dev,Projektionswand,Projektion,Wand,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Nadelbaum,Nadel,Baum,Teil/*,Teil,1,part/*,part,mit
dev,Cocktailkleid,Cocktail,Kleid,Anlass,Anlass,1,occasion,occasion,fÃ¼r
dev,Fernsehkamera,Fernsehen,Kamera,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Plastikteller,Plastik,Teller,Material,Material,1,material,material,aus
dev,Oberarmbein,Oberarm,Bein,Teil/*,Teil*,2,part/*,part*,von
dev,Buttercreme,Butter,Creme,Zutat/*,Zutat,1,ingredient/*,ingredient,mit
dev,Kulturforum,Kultur,Forum,Thema,Thema,1,topic,topic,fÃ¼r
dev,Textilarbeiter,Textil,Arbeiter,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Schleimsuppe,Schleim,Suppe,Beschaffenheit,Beschaffenheit,1,consistency,consistency,wie
dev,MÃ¤nnermagazin,Mann,Magazin,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,BÃ¼hnenhimmel,BÃ¼hne,Himmel,Teil/*,Teil*,2,part/*,part*,von
dev,Metallfenster,Metall,Fenster,Material,Material,1,material,material,aus
dev,Verbindungsbahn,Verbindung,Bahn,Funktion/*,Funktion,1,function/*,function,als
dev,Naturwerksteinfassade,Naturwerkstein,Fassade,Material,Material,1,material,material,aus
dev,Ritterakademie,Ritter,Akademie,Thema,Thema,1,topic,topic,fÃ¼r
dev,SonnenblumenÃ¶l,Sonnenblume,Ãl,Rohprodukt,Rohprodukt,1,raw_product,raw_product,aus
dev,Lehmboden,Lehm,Boden,Bestandteil,Bestandteil,1,component,component,mit
dev,FellmÃ¼tze,Fell,MÃ¼tze,Material,Material,1,material,material,aus
dev,Trompetenchor,Trompete,Chor,Mitglied/*,Mitglied,1,member/*,member,aus
dev,Sprungbein,Sprung,Bein,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Gitterstab,Gitter,Stab,Teil/*,Teil*,2,part/*,part*,von
dev,Adressbuch,Adresse,Buch,Inhalt,Inhalt,1,content,content,mit
dev,Federwaage,Feder,Waage,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,mit
dev,SÃ¼dstadt,SÃ¼d,Stadt,Lokation/*,Lokation,1,location/*,location,in
dev,Benzinauto,Benzin,Auto,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,mit
dev,Minnelied,Minne,Lied,Thema,Thema,1,topic,topic,Ã¼ber
dev,Werkbeamter,Werk,Beamter,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Erbtochter,Erbe,Tochter,Funktion/*,Funktion,1,function/*,function,als
dev,Volksgarten,Volk,Garten,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,HÃ¶llenhund,HÃ¶lle,Hund,Lebensraum,Lebensraum,1,habitat,habitat,bei
dev,VÃ¶lkerball,Volk,Ball,Teil/*,Teil,1,part/*,part,mit
dev,Kategoriebaum,Kategorie,Baum,Teil/*,Teil,1,part/*,part,mit
dev,WestflÃ¼gel,West,FlÃ¼gel,Lokation/*,Lokation,1,location/*,location,in
dev,Gemeinschaftsgrab,Gemeinschaft,Grab,Attribut,Attribut,1,attribute,attribute,keine_PrÃ¤position
dev,Heringssalat,Hering,Salat,Zutat/*,Zutat,1,ingredient/*,ingredient,mit
dev,Musterbuch,Muster,Buch,Inhalt,Inhalt,1,content,content,mit
dev,Aschenbahn,Asche,Bahn,Material,Material,1,material,material,aus
dev,Fettstuhl,Fett,Stuhl,Bestandteil,Bestandteil,1,component,component,mit
dev,ZitronenÃ¶l,Zitrone,Ãl,Rohprodukt,Rohprodukt,1,raw_product,raw_product,aus
dev,MilitÃ¤rarzt,MilitÃ¤r,Arzt,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Spargelbohne,Spargel,Bohne,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,Abschiedskonzert,Abschied,Konzert,Anlass,Anlass,1,occasion,occasion,zu
dev,Bettkante,Bett,Kante,Teil/*,Teil*,2,part/*,part*,von
dev,LavendelÃ¶l,Lavendel,Ãl,Rohprodukt,Rohprodukt,1,raw_product,raw_product,aus
dev,Zubringerbus,Zubringer,Bus,Funktion/*,Funktion,1,function/*,function,als
dev,Lederkoffer,Leder,Koffer,Material,Material,1,material,material,aus
dev,Sandburg,Sand,Burg,Aussehen/*,Aussehen*,2,appearance/*,appearance*,wie
dev,Sandhaufen,Sand,Haufen,Material,Material,1,material,material,aus
dev,Infanterieschule,Infanterie,Schule,Thema,Thema,1,topic,topic,fÃ¼r
dev,Waldmaus,Wald,Maus,Lebensraum,Lebensraum,1,habitat,habitat,in
dev,Polizeihund,Polizei,Hund,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Rettungsring,Rettung,Ring,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Mailfilter,Mail,Filter,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Geschenkkorb,Geschenk,Korb,BehÃ¤lter/*,BehÃ¤lter*,2,container/*,container*,fÃ¼r
dev,Mittelstreckenrakete,Mittelstrecke,Rakete,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Preiselbeerkompott,Preiselbeere,Kompott,Rohprodukt,Rohprodukt,1,raw_product,raw_product,aus
dev,Bandabstand,Band,Abstand,MaÃ/*,MaÃ*,2,measure/*,measure*,zwischen
dev,Notizbuch,Notiz,Buch,Inhalt,Inhalt,1,content,content,mit
dev,Badmintonball,Badminton,Ball,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Teefilter,Tee,Filter,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Hainsalat,Hain,Salat,Herkunft,Herkunft,1,origin,origin,aus
dev,Sahneeis,Sahne,Eis,Zutat/*,Zutat,1,ingredient/*,ingredient,mit
dev,Stundengebet,Stunde,Gebet,Zeit,Zeit,1,time,time,zu
dev,Passbild,Pass,Bild,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Obstgarten,Obst,Garten,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Meereis,Meer,Eis,Herkunft,Herkunft,1,origin,origin,aus
dev,Herdentier,Herde,Tier,Mitglied/*,Mitglied*,2,member/*,member*,von
dev,Katzenauge,Katze,Auge,Teil/*,Teil*,2,part/*,part*,von
dev,Maschinenhammer,Maschine,Hammer,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,durch
dev,MÃ¶belfabrik,MÃ¶bel,Fabrik,Produkt/*,Produkt,1,product/*,product,fÃ¼r
dev,Filmarchiv,Film,Archiv,Speicher*,Speicher*,2,storage*,storage*,fÃ¼r
dev,Kommersbuch,Kommers,Buch,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Aschenbecher,Asche,Becher,BehÃ¤lter/*,BehÃ¤lter*,2,container/*,container*,fÃ¼r
dev,Melonenbaum,Melone,Baum,Produkt/*,Produkt,1,product/*,product,mit
dev,Wundrose,Wunde,Rose,Aussehen/*,Aussehen*,2,appearance/*,appearance*,wie
dev,Verkehrsinsel,Verkehr,Insel,Lokation/*,Lokation,1,location/*,location,in
dev,Fischauge,Fisch,Auge,Teil/*,Teil*,2,part/*,part*,von
dev,Kelchglas,Kelch,Glas,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,Bildkalender,Bild,Kalender,Inhalt,Inhalt,1,content,content,mit
dev,Strahlenfilter,Strahl,Filter,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,gegen
dev,Dorffriedhof,Dorf,Friedhof,Lokation/*,Lokation,1,location/*,location,in
dev,Stiftskirche,Stift,Kirche,EigentÃ¼mer/*,EigentÃ¼mer,1,owner/*,owner,von
dev,Tafelschere,Tafel,Schere,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Hanswurst,Hans,Wurst,Aussehen/*,Aussehen*,2,appearance/*,appearance*,wie
dev,SommerkÃ¶nig,Sommer,KÃ¶nig,Zeit,Zeit,1,time,time,fÃ¼r
dev,Wirtschaftsjournalist,Wirtschaft,Journalist,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Parlamentssaal,Parlament,Saal,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Betelnussbaum,Betelnuss,Baum,Produkt/*,Produkt,1,product/*,product,mit
dev,Motorradanzug,Motorrad,Anzug,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Holzofen,Holz,Ofen,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,mit
dev,MassenstÃ¼ckgutschiff,MassenstÃ¼ckgut,Schiff,BehÃ¤lter/*,BehÃ¤lter*,2,container/*,container*,fÃ¼r
dev,Unterschenkelknochen,Unterschenkel,Knochen,Teil/*,Teil*,2,part/*,part*,von
dev,Verkehrszweig,Verkehr,Zweig,Teil/*,Teil*,2,part/*,part*,von
dev,GiftmÃ¼lldeponie,GiftmÃ¼ll,Deponie,Speicher*,Speicher*,2,storage*,storage*,fÃ¼r
dev,SÃ¼dfrucht,SÃ¼d,Frucht,Herkunft,Herkunft,1,origin,origin,aus
dev,Dachstuhl,Dach,Stuhl,Teil/*,Teil*,2,part/*,part*,von
dev,Trekkingrad,Trekking,Rad,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Harnleiter,Harn,Leiter,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Wasserstoffbombe,Wasserstoff,Bombe,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,mit
dev,Breitcordhose,Breitcord,Hose,Material,Material,1,material,material,aus
dev,Glockenrock,Glocke,Rock,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,Abgeordnetenbank,Abgeordnete,Bank,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Dreiecksmuschel,Dreieck,Muschel,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,Vakuummatratze,Vakuum,Matratze,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,mit
dev,Ziegenfutter,Ziege,Futter,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Lagerbuch,Lager,Buch,Inhalt,Inhalt,1,content,content,mit
dev,Elterngeld,Eltern,Geld,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Arbeitsagentur,Arbeit,Agentur,Thema,Thema,1,topic,topic,fÃ¼r
dev,Entwicklungsbank,Entwicklung,Bank,Thema,Thema,1,topic,topic,fÃ¼r
dev,Theaterdirektor,Theater,Direktor,Relation*,Relation*,2,relation*,relation*,von
dev,Borwasser,Bor,Wasser,Bestandteil,Bestandteil,1,component,component,mit
dev,Buschland,Busch,Land,Unterbegriff,Unterbegriff,1,hyponym,hyponym,keine_PrÃ¤position
dev,Renaissanceschloss,Renaissance,Schloss,Herkunft,Herkunft,1,origin,origin,aus
dev,Steinbohrer,Stein,Bohrer,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Charakterbild,Charakter,Bild,Inhalt,Inhalt,1,content,content,von
dev,Bankdirektor,Bank,Direktor,Relation*,Relation*,2,relation*,relation*,von
dev,Spargelzange,Spargel,Zange,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Herrentorte,Herr,Torte,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,ProbebÃ¼hne,Probe,BÃ¼hne,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Handwagen,Hand,Wagen,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,fÃ¼r
dev,Pfauenauge,Pfau,Auge,Teil/*,Teil*,2,part/*,part*,von
dev,Zweigbahn,Zweig,Bahn,Attribut,Attribut,1,attribute,attribute,als
dev,Leibarzt,Leib,Arzt,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,GeschÃ¼tzturm,GeschÃ¼tz,Turm,Teil/*,Teil,1,part/*,part,mit
dev,BÃ¼rohaus,BÃ¼ro,Haus,Teil/*,Teil,1,part/*,part,mit
dev,Grundwasserspiegel,Grundwasser,Spiegel,Teil/*,Teil*,2,part/*,part*,von
dev,Meterstab,Meter,Stab,MaÃ/*,MaÃ,1,measure/*,measure,fÃ¼r
dev,Haushaltskasse,Haushalt,Kasse,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Motorbremse,Motor,Bremse,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,mit
dev,Autokran,Auto,Kran,prototypischer_TrÃ¤ger/*,prototypischer_TrÃ¤ger,1,prototypical_holder/*,prototypical_holder,auf
dev,ÃbungsgelÃ¤nde,Ãbung,GelÃ¤nde,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,SpieÃente,SpieÃ,Ente,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,Salamiwurst,Salami,Wurst,Unterbegriff,Unterbegriff,1,hyponym,hyponym,keine_PrÃ¤position
dev,Staatsgalerie,Staat,Galerie,EigentÃ¼mer/*,EigentÃ¼mer,1,owner/*,owner,von
dev,Wohnungseigentum,Wohnung,Eigentum,Funktion/*,Funktion*,2,function/*,function*,als
dev,Krammetsbeere,Krammet,Beere,Produkt/*,Produkt*,2,product/*,product*,von
dev,Kirchenchor,Kirche,Chor,Teil/*,Teil*,2,part/*,part*,von
dev,Blumenkohlsuppe,Blumenkohl,Suppe,Zutat/*,Zutat,1,ingredient/*,ingredient,mit
dev,Koranvers,Koran,Vers,Herkunft,Herkunft,1,origin,origin,aus
dev,Zementfabrik,Zement,Fabrik,Produkt/*,Produkt,1,product/*,product,fÃ¼r
dev,TeddybÃ¤r,Teddy,BÃ¤r,Namensgeber,Namensgeber,1,eponym,eponym,von
dev,Handknochen,Hand,Knochen,Teil/*,Teil*,2,part/*,part*,von
dev,Waffenfliege,Waffe,Fliege,sonstige_Eigenschaft,sonstige_Eigenschaft,1,other_property,other_property,keine_PrÃ¤position
dev,Wortnetz,Wort,Netz,Teil/*,Teil,1,part/*,part,aus
dev,Niederschlagswasser,Niederschlag,Wasser,Herkunft,Herkunft,1,origin,origin,von
dev,Osthafen,Ost,Hafen,Lokation/*,Lokation,1,location/*,location,in
dev,Fruchtsaft,Frucht,Saft,Rohprodukt,Rohprodukt,1,raw_product,raw_product,aus
dev,AaskÃ¤fer,Aas,KÃ¤fer,Nahrung/*,Nahrung,1,diet/*,diet,keine_PrÃ¤position
dev,BunkerÃ¶l,Bunker,Ãl,BehÃ¤lter/*,BehÃ¤lter,1,container/*,container,in
dev,Erdkugel,Erde,Kugel,Aussehen/*,Aussehen*,2,appearance/*,appearance*,wie
dev,Maurerkelle,Maurer,Kelle,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Olivenzweig,Olive,Zweig,Teil/*,Teil*,2,part/*,part*,von
dev,Gesichtswasser,Gesicht,Wasser,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Zierblume,Zier,Blume,Funktion/*,Funktion,1,function/*,function,als
dev,Eisdecke,Eis,Decke,Material,Material,1,material,material,aus
dev,Strandkleid,Strand,Kleid,prototypischer_Verwendungsort,prototypischer_Verwendungsort,1,prototypical_place_of_use,prototypical_place_of_use,an
dev,Trutzburg,Trutz,Burg,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,HÃ¼ftjeans,HÃ¼fte,Jeans,prototypischer_TrÃ¤ger/*,prototypischer_TrÃ¤ger,1,prototypical_holder/*,prototypical_holder,auf
dev,MassagebÃ¼rste,Massage,BÃ¼rste,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,FuÃballamateur,FuÃball,Amateur,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Selleriesalat,Sellerie,Salat,Zutat/*,Zutat,1,ingredient/*,ingredient,aus
dev,Faltenrock,Falte,Rock,Teil/*,Teil,1,part/*,part,mit
dev,Raubzug,Raub,Zug,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Blumenladen,Blume,Laden,Ware,Ware,1,goods,goods,mit
dev,Benefizkonzert,Benefiz,Konzert,Funktion/*,Funktion,1,function/*,function,als
dev,Papiertuch,Papier,Tuch,Material,Material,1,material,material,aus
dev,Entfernungsmesser,Entfernung,Messer,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Westturm,West,Turm,Lokation/*,Lokation,1,location/*,location,in
dev,Fahrzeugmitte,Fahrzeug,Mitte,Teil/*,Teil*,2,part/*,part*,von
dev,Milchkanne,Milch,Kanne,BehÃ¤lter/*,BehÃ¤lter*,2,container/*,container*,fÃ¼r
dev,Erdbeereis,Erdbeere,Eis,Zutat/*,Zutat,1,ingredient/*,ingredient,mit
dev,Stadtgraben,Stadt,Graben,Lokation/*,Lokation,1,location/*,location,um
dev,Fleischwolf,Fleisch,Wolf,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Felsenkirche,Felsen,Kirche,Lokation/*,Lokation,1,location/*,location,in
dev,Handelshafen,Handel,Hafen,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Frachtpapier,Fracht,Papier,Thema,Thema,1,topic,topic,Ã¼ber
dev,Mietspiegel,Miete,Spiegel,Inhalt,Inhalt,1,content,content,mit
dev,WasserkÃ¤fer,Wasser,KÃ¤fer,Lebensraum,Lebensraum,1,habitat,habitat,in
dev,Lederbar,Leder,Bar,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Rauchbombe,Rauch,Bombe,Verwendungsergebnis,Verwendungsergebnis,1,result_of_use,result_of_use,fÃ¼r
dev,Wolfsmilch,Wolf,Milch,Produkt/*,Produkt*,2,product/*,product*,von
dev,Krankenkasse,Kranke,Kasse,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Richterstuhl,Richter,Stuhl,EigentÃ¼mer/*,EigentÃ¼mer,1,owner/*,owner,von
dev,Dorfkrug,Dorf,Krug,Lokation/*,Lokation,1,location/*,location,in
dev,BaustellengelÃ¤nde,Baustelle,GelÃ¤nde,Lokation/*,Lokation*,2,location/*,location*,auf
dev,Handbohrer,Hand,Bohrer,Funktionsweise,Funktionsweise,1,manner_of_functioning,manner_of_functioning,fÃ¼r
dev,Brotkorb,Brot,Korb,BehÃ¤lter/*,BehÃ¤lter*,2,container/*,container*,fÃ¼r
dev,Schweinehund,Schwein,Hund,Vergleich/*,Vergleich,1,comparison/*,comparison,wie
dev,Kindbett,Kind,Bett,sonstige_Eigenschaft,sonstige_Eigenschaft,1,other_property,other_property,keine_PrÃ¤position
dev,ZinkhÃ¼tte,Zink,HÃ¼tte,Produkt/*,Produkt,1,product/*,product,fÃ¼r
dev,Kartoffelbrot,Kartoffel,Brot,Zutat/*,Zutat,1,ingredient/*,ingredient,mit
dev,Panzerwagen,Panzer,Wagen,Teil/*,Teil,1,part/*,part,mit
dev,Metronetz,Metro,Netz,Teil/*,Teil,1,part/*,part,aus
dev,Kramladen,Kram,Laden,Ware,Ware,1,goods,goods,mit
dev,Puffbohne,Puff,Bohne,Attribut,Attribut,1,attribute,attribute,keine_PrÃ¤position
dev,Reiherente,Reiher,Ente,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,WÃ¤scheladen,WÃ¤sche,Laden,Ware,Ware,1,goods,goods,mit
dev,Schnapsglas,Schnaps,Glas,BehÃ¤lter/*,BehÃ¤lter*,2,container/*,container*,fÃ¼r
dev,Blechschere,Blech,Schere,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,fÃ¼r
dev,Schleusentreppe,Schleuse,Treppe,Teil/*,Teil,1,part/*,part,aus
dev,Seehund,See,Hund,Lebensraum,Lebensraum,1,habitat,habitat,in
dev,Obstsaft,Obst,Saft,Rohprodukt,Rohprodukt,1,raw_product,raw_product,aus
dev,Etuikleid,Etui,Kleid,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,Stiftzahn,Stift,Zahn,Teil/*,Teil,1,part/*,part,mit
dev,Nachbarstadt,Nachbar,Stadt,Attribut,Attribut,1,attribute,attribute,keine_PrÃ¤position
dev,Siebbein,Sieb,Bein,Beschaffenheit,Beschaffenheit,1,consistency,consistency,wie
dev,Regenmantel,Regen,Mantel,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,gegen
dev,Ringgraben,Ring,Graben,Aussehen/*,Aussehen,1,appearance/*,appearance,wie
dev,Demonstrationszug,Demonstration,Zug,Funktion/*,Funktion,1,function/*,function,als
dev,Jeansjacke,Jeans,Jacke,Material,Material,1,material,material,aus
dev,Kindergarten,Kind,Garten,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Kurarzt,Kur,Arzt,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Schnabeltasse,Schnabel,Tasse,Teil/*,Teil,1,part/*,part,mit
dev,BaskenmÃ¼tze,Baske,MÃ¼tze,Herkunft,Herkunft,1,origin,origin,von
dev,Elterntier,Eltern,Tier,Attribut,Attribut,1,attribute,attribute,keine_PrÃ¤position
dev,Tanzball,Tanz,Ball,aktive_Nutzung,aktive_Nutzung,1,active_use,active_use,fÃ¼r
dev,Kardinalshut,Kardinal,Hut,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Betonpfeiler,Beton,Pfeiler,Material,Material,1,material,material,aus
dev,Erdmantel,Erde,Mantel,Teil/*,Teil*,2,part/*,part*,von
dev,Betriebsdirektor,Betrieb,Direktor,Relation*,Relation*,2,relation*,relation*,von
dev,Darmbein,Darm,Bein,Lokation/*,Lokation,1,location/*,location,bei
dev,StraÃenzug,StraÃe,Zug,sonstige_Eigenschaft,sonstige_Eigenschaft,1,other_property,other_property,keine_PrÃ¤position
dev,Tigerauge,Tiger,Auge,Teil/*,Teil*,2,part/*,part*,von
dev,Baudirektor,Bau,Direktor,Spezialisierung,Spezialisierung,1,specialization,specialization,fÃ¼r
dev,Taschenuhrdeckel,Taschenuhr,Deckel,Teil/*,Teil*,2,part/*,part*,von
dev,Bananennektar,Banane,Nektar,Rohprodukt,Rohprodukt,1,raw_product,raw_product,aus
dev,Luftschlange,Luft,Schlange,prototypischer_Verwendungsort,prototypischer_Verwendungsort,1,prototypical_place_of_use,prototypical_place_of_use,in
dev,Erziehungsgeld,Erziehung,Geld,Verwendung,Verwendung,1,usage,usage,fÃ¼r
dev,Honigmelone,Honig,Melone,Beschaffenheit,Beschaffenheit,1,consistency,consistency,wie
dev,Teilnehmerland,Teilnehmer,Land,Funktion/*,Funktion,1,function/*,function,als
dev,Erdbeertorte,Erdbeere,Torte,Zutat/*,Zutat,1,ingredient/*,ingredient,mit
dev,KÃ¼chentuch,KÃ¼che,Tuch,prototypischer_Verwendungsort,prototypischer_Verwendungsort,1,prototypical_place_of_use,prototypical_place_of_use,in
dev,Ehebett,Ehe,Bett,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Freitagsgebet,Freitag,Gebet,Zeit,Zeit,1,time,time,an
dev,BÃ¼ttenpapier,BÃ¼tte,Papier,Herstellungsart,Herstellungsart,1,production_method,production_method,aus
dev,Armenhaus,Arme,Haus,Nutzer,Nutzer,1,user,user,fÃ¼r
dev,Hafeneinfahrt,Hafen,Einfahrt,Zugang*,Zugang*,2,access*,access*,zu
dev,Feuerball,Feuer,Ball,Aussehen/*,Aussehen*,2,appearance/*,appearance*,wie
dev,BÃ¼hnenhaus,BÃ¼hne,Haus,Lokation/*,Lokation*,2,location/*,location*,in
dev,Zwerglibelle,Zwerg,Libelle,Attribut,Attribut,1,attribute,attribute,keine_PrÃ¤position
dev,SonnenÃ¶l,Sonne,Ãl,Verwendungszweck,Verwendungszweck,1,purpose_of_use,purpose_of_use,gegen
dev,Wasserspinne,Wasser,Spinne,Lebensraum,Lebensraum,1,habitat,habitat,in
dev,Seestadt,See,Stadt,Lokation/*,Lokation,1,location/*,location,an
dev,ThaimÃ¤dchen,Thai,MÃ¤dchen,Herkunft,Herkunft,1,origin,origin,von
dev,Pflanzendecke,Pflanze,Decke,Material,Material,1,material,material,aus
dev,Zielhafen,Ziel,Hafen,Funktion/*,Funktion,1,function/*,function,als
dev,Kognakglas,Kognak,Glas,BehÃ¤lter/*,BehÃ¤lter*,2,container/*,container*,fÃ¼r
